,All_values,Return_to_pred
5,0011001010101,2.0
6,0100110010101,1.0
7,0110101100101,2.0
8,1001001011001,2.0
9,0011010010110,3.0
10,0100110100101,3.0
11,0110101101001,1.0
12,1000101011010,2.0
13,0001001010110,2.0
14,0010110010101,2.0
15,0100101100101,2.0
16,0111001011001,2.0
17,1001010010110,2.0
18,0000110100101,1.0
19,0010101101001,4.0
20,0101001011010,1.0
21,0110110010110,2.0
22,1001001100101,3.0
23,0000110011001,1.0
24,0010101100110,3.0
25,0101001011001,3.0
26,0110110010110,3.0
27,1000101100101,0.0
28,0000101011001,3.0
29,0011001010110,2.0
30,0100110010101,2.0
31,0110101100101,2.0
32,1001001011001,2.0
33,0010110010110,2.0
34,0100101100101,3.0
35,0110101011001,2.0
36,1000101010110,3.0
37,0001001010101,1.0
38,0010110010101,3.0
39,0101001100101,1.0
40,0110110011001,2.0
41,1001001100110,2.0
42,0000110011001,2.0
43,0011001100110,2.0
44,0100110011001,2.0
45,0110101100110,2.0
46,1001001011001,3.0
47,0000110010110,2.0
48,0010101100101,3.0
49,0100101011001,2.0
50,0110101010110,2.0
51,1000101010101,2.0
52,0000101010101,1.0
53,0011001010101,2.0
54,0101010010101,2.0
55,0110110100101,2.0
56,1000101101001,1.0
57,0000101011010,1.0
58,0011001010110,3.0
59,0101010010101,2.0
60,0110110100101,2.0
61,1000101101001,3.0
62,0000101011010,2.0
63,0010101010110,2.0
64,0100101010101,2.0
65,0110101010101,1.0
66,1000101010101,1.0
67,0001001010101,2.0
68,0011010010101,1.0
69,0101010100101,2.0
70,0111010101001,2.0
71,0000110101010,4.0
72,0010101101010,3.0
73,0100101011010,2.0
74,0110101010110,2.0
75,1000101010101,1.0
76,0001001010101,3.0
77,0011010010101,2.0
78,0100110100101,2.0
79,0111001101001,1.0
80,1000110011010,2.0
81,0001001100110,2.0
82,0010110011001,2.0
83,0100101100110,2.0
84,0111001011001,2.0
85,1001010010110,2.0
86,0000110100101,2.0
87,0011001101001,2.0
88,0101010011010,2.0
89,0111010100110,0.0
90,1000110101001,3.0
91,0001001101010,0.0
92,0010110011010,2.0
93,0101001100110,2.0
94,0110110011001,2.0
95,1001001100110,1.0
96,0000110011001,2.0
97,0011001100110,1.0
98,0101010011001,2.0
99,0111010100110,3.0
100,1001010101001,1.0
101,0010110101010,3.0
102,0101001101010,2.0
103,0110110011010,3.0
104,1000101100110,0.0
105,0000101011001,2.0
106,0011001010110,2.0
107,0101010010101,1.0
108,0111010100101,2.0
109,1001010101001,0.0
110,0000110101010,0.0
111,0011001101010,3.0
112,0101010011010,4.0
113,0110110100110,2.0
114,1000101101001,1.0
115,0000101011010,2.0
116,0011001010110,3.0
117,0101010010101,1.0
118,0110110100101,0.0
119,1001001101001,2.0
120,0001010011010,0.0
121,0010110100110,2.0
122,0101001101001,4.0
123,0110110011010,2.0
124,1000101100110,2.0
125,0000101011001,1.0
126,0100101010110,2.0
127,0111001010101,1.0
128,1000110010101,2.0
129,0001001100101,1.0
130,0011010011001,0.0
131,0101010100110,2.0
132,0111010101001,2.0
133,1000110101010,2.0
134,0000101101010,1.0
135,0010101011010,4.0
136,0101001010110,1.0
137,0110110010101,0.0
138,1001001100101,4.0
139,0001010011001,2.0
140,0010110100110,0.0
141,0100101101001,1.0
142,0111001011010,3.0
143,1001010010110,3.0
144,0000110100101,1.0
145,0010101101001,2.0
146,0101001011010,2.0
147,0110110010110,2.0
148,1000101100101,1.0
149,0001001011001,1.0
150,0011010010110,2.0
151,0101010100101,3.0
152,0111010101001,1.0
153,1000110101010,4.0
154,0001001101010,4.0
155,0010110011010,3.0
156,0100101100110,2.0
157,0110101011001,1.0
158,1000101010110,1.0
159,0001001010101,1.0
160,0011010010101,1.0
161,0101010100101,2.0
162,0111010101001,2.0
163,1001010101010,3.0
164,0000110101010,3.0
165,0010101101010,3.0
166,0100101011010,2.0
167,0110101010110,1.0
168,1001001010101,2.0
169,0011010010101,1.0
170,0100110100101,2.0
171,0111001101001,2.0
172,1001010011010,3.0
173,0000110100110,3.0
174,0010101101001,2.0
175,0100101011010,1.0
176,0111001010110,2.0
177,1001010010101,2.0
178,0001010100101,2.0
179,0010110101001,4.0
180,0100101101010,3.0
181,0110101011010,1.0
182,1000101010110,3.0
183,0001001010101,2.0
184,0010110010101,1.0
185,0100101100101,3.0
186,0111001011001,2.0
187,1000110010110,1.0
188,0001001100101,2.0
189,0011010011001,3.0
190,0100110100110,2.0
191,0110101101001,3.0
192,1000101011010,2.0
193,0000101010110,2.0
194,0010101010101,2.0
195,0100101010101,3.0
196,0110101010101,3.0
197,1000101010101,2.0
198,0000101010101,2.0
199,0011001010101,3.0
200,0100110010101,2.0
201,0110101100101,2.0
202,1000101011001,2.0
203,0001001010110,2.0
204,0011010010101,2.0
205,0100110100101,3.0
206,0110101101001,1.0
207,1000101011010,2.0
208,0001001010110,3.0
209,0010110010101,0.0
210,0100101100101,1.0
211,0110101011001,1.0
212,1001001010110,4.0
213,0001010010101,1.0
214,0010110100101,2.0
215,0101001101001,3.0
216,0110110011010,2.0
217,1000101100110,3.0
218,0000101011001,0.0
219,0010101010110,2.0
220,0100101010101,3.0
221,0110101010101,2.0
222,1000101010101,2.0
223,0000101010101,2.0
224,0010101010101,2.0
225,0101001010101,2.0
226,1001010010101,1.0
227,0000110100101,2.0
228,0011001101001,1.0
229,0100110011010,2.0
230,0111001100110,2.0
231,1001010011001,3.0
232,0000110100110,3.0
233,0010101101001,2.0
234,0100101011010,2.0
235,0111001010110,2.0
236,1001010010101,2.0
237,0000110100101,2.0
238,0010101101001,2.0
239,0100101011010,2.0
240,0111001010110,2.0
241,1000110010101,2.0
242,0000101100101,2.0
243,0010101011001,2.0
244,0100101010110,2.0
245,0111001010101,1.0
246,1000110010101,3.0
247,0011001100101,3.0
248,0100110011001,3.0
249,0110101100110,1.0
250,1000101011001,1.0
251,0101001010110,2.0
252,0111010010101,2.0
253,1000110100101,2.0
254,0001001101001,2.0
255,0010110011010,2.0
256,0101001100110,2.0
257,0111010011001,2.0
258,1001010100110,2.0
259,0011010101001,1.0
260,0100110101010,1.0
261,0111001101010,3.0
262,1001010011010,2.0
263,0000110100110,2.0
264,0011001101001,2.0
265,0100110011010,1.0
266,0111001100110,2.0
267,1001010011001,1.0
268,0000110100110,2.0
269,0011001101001,2.0
270,0100110011010,2.0
271,0110101100110,1.0
272,1000101011001,2.0
273,0001001010110,2.0
274,0010110010101,3.0
275,0101001100101,2.0
276,0110110011001,2.0
277,1000101100110,2.0
278,0000101011001,3.0
279,0011001010110,2.0
280,0100110010101,3.0
281,0110101100101,0.0
282,1000101011001,2.0
283,0011001010110,2.0
284,0100110010101,2.0
285,0110101100101,2.0
286,1000101011001,2.0
287,0000101010110,0.0
288,0010101010101,1.0
289,0101001010101,2.0
290,0111010010101,1.0
291,1000110100101,2.0
292,0001001101001,2.0
293,0010110011010,2.0
294,0100101100110,4.0
295,0111001011001,2.0
296,1000110010110,3.0
297,0001001100101,1.0
298,0010110011001,3.0
299,0101001100110,2.0
300,0110110011001,2.0
301,1001001100110,2.0
302,0000110011001,2.0
303,0011001100110,2.0
304,0100110011001,3.0
305,0111001100110,3.0
306,1000110011001,2.0
307,0000101100110,2.0
308,0010101011001,2.0
309,0100101010110,2.0
310,0110101010101,2.0
311,1001001010101,2.0
312,0000110010101,3.0
313,0010101100101,2.0
314,0100101011001,2.0
315,0110101010110,3.0
316,0001001010101,2.0
317,0010110010101,2.0
318,0100101100101,2.0
319,0111001011001,1.0
320,1000110010110,3.0
321,0001001100101,3.0
322,0010110011001,2.0
323,0100101100110,2.0
324,0110101011001,2.0
325,1001001010110,2.0
326,0001010010101,2.0
327,0010110100101,2.0
328,0101001101001,2.0
329,0111010011010,1.0
330,1001010100110,2.0
331,0001010101001,4.0
332,0011010101010,3.0
333,0100110101010,2.0
334,0110101101010,3.0
335,1000101011010,2.0
336,0000101010110,2.0
337,0010101010101,2.0
338,0100101010101,0.0
339,0110101010101,2.0
340,1001001010101,2.0
341,0000110010101,4.0
342,0011001100101,2.0
343,0100110011001,2.0
344,0110101100110,2.0
345,1000101011001,2.0
346,0000101010110,2.0
347,0010101010101,2.0
348,0100101010101,1.0
349,0111001010101,3.0
350,1001010010101,2.0
351,0010110100101,2.0
352,0101001101001,2.0
353,0110110011010,2.0
354,1000101100110,2.0
355,0000101011001,2.0
356,0010101010110,2.0
357,0100101010101,1.0
358,0110101010101,2.0
359,1001001010101,2.0
360,0000110010101,2.0
361,0010101100101,3.0
362,0100101011001,2.0
363,0110101010110,2.0
364,1000101010101,2.0
365,0001001010101,3.0
366,0010110010101,1.0
367,0100101100101,3.0
368,0111001011001,1.0
369,1000110010110,2.0
370,0001001100101,2.0
371,0011010011001,2.0
372,0101010100110,2.0
373,0110110101001,2.0
374,1001001101010,3.0
375,0001010011010,3.0
376,0010110100110,2.0
377,0110101101001,2.0
378,1001001011010,2.0
379,0000110010110,2.0
380,0010101100101,2.0
381,0101001011001,3.0
382,0110110010110,1.0
383,1000101100101,2.0
384,0001001011001,2.0
385,0010110010110,2.0
386,0100101100101,2.0
387,0110101011001,1.0
388,1000101010110,3.0
389,0001001010101,1.0
390,0011010010101,2.0
391,0101010100101,1.0
392,0111010101001,1.0
393,1001010101010,3.0
394,0001010101010,2.0
395,0010110101010,2.0
396,0101001101010,3.0
397,0110110011010,1.0
398,1001001100110,2.0
399,0001010011001,2.0
400,0010110100110,2.0
401,0100101101001,0.0
402,0110101011010,2.0
403,1001001010110,3.0
404,0001010010101,2.0
405,0010110100101,0.0
406,0100101101001,3.0
407,0110101011010,4.0
408,1000101010110,2.0
409,0000101010101,3.0
410,0011001010101,3.0
411,0100110010101,2.0
412,0110101100101,3.0
413,1000101011001,2.0
414,0000101010110,1.0
415,0010101010101,3.0
416,0101001010101,2.0
417,0110110010101,3.0
418,1000101100101,2.0
419,0010101011001,2.0
420,0101001010110,3.0
421,0110110010101,2.0
422,1000101100101,2.0
423,0000101011001,2.0
424,0011001010110,2.0
425,0100110010101,2.0
426,0110101100101,2.0
427,1001001011001,2.0
428,0001010010110,4.0
429,0010110100101,2.0
430,0100101101001,2.0
431,0110101011010,2.0
432,1001001010110,2.0
433,0001010010101,2.0
434,0011010100101,2.0
435,0100110101001,2.0
436,0111001101010,2.0
437,1001010011010,2.0
438,0001010100110,2.0
439,0010110101001,2.0
440,0100101101010,3.0
441,0111001011010,3.0
442,1000110010110,2.0
443,0000101100101,2.0
444,0010101011001,2.0
445,0100101010110,1.0
446,0111001010101,2.0
447,1001010010101,3.0
448,0000110100101,2.0
449,0010101101001,2.0
450,0101001011010,2.0
451,0111010010110,1.0
452,1001010100101,1.0
453,0001010101001,3.0
454,0011010101010,1.0
455,0100110101010,1.0
456,0111001101010,2.0
457,1001010011010,2.0
458,0001010100110,2.0
459,0011010101001,3.0
460,0101010101010,1.0
461,0110110101010,2.0
462,1001001101010,2.0
463,0001010011010,3.0
464,0010110100110,1.0
465,0100101101001,2.0
466,0111001011010,0.0
467,1001010010110,2.0
468,0001010100101,3.0
469,0010110101001,2.0
470,0100101101010,1.0
471,0110101011010,4.0
472,1000101010110,1.0
473,0000101010101,3.0
474,0011001010101,2.0
475,0100110010101,2.0
476,1000101100101,1.0
477,0000101011001,2.0
478,0011001010110,4.0
479,0100110010101,1.0
480,0110101100101,2.0
481,1001001011001,2.0
482,0001010010110,2.0
483,0010110100101,2.0
484,0101001101001,2.0
485,0111010011010,2.0
486,1000110100110,2.0
487,0000101101001,0.0
488,0011001011010,3.0
489,0101010010110,2.0
490,0111010100101,1.0
491,1000110101001,1.0
492,0001001101010,2.0
493,0011010011010,3.0
494,0101010100110,3.0
495,0110110101001,3.0
496,1000101101010,2.0
497,0000101011010,3.0
498,0101001010110,2.0
499,0110110010101,2.0
500,1001001100101,1.0
501,0000110011001,1.0
502,0101001100110,2.0
503,0111010011001,0.0
504,1001010100110,3.0
505,0001010101001,2.0
506,0010110101010,2.0
507,0101001101010,4.0
508,0110110011010,1.0
509,1000101100110,3.0
510,0001001011001,1.0
511,0011010010110,2.0
512,0101010100101,2.0
513,0111010101001,0.0
514,1001010101010,1.0
515,0011010101010,3.0
516,0100110101010,2.0
517,0110101101010,1.0
518,1000101011010,2.0
519,0001001010110,2.0
520,0010110010101,3.0
521,0101001100101,2.0
522,0110110011001,3.0
523,1000101100110,2.0
524,0000101011001,1.0
525,0010101010110,2.0
526,0101001010101,0.0
527,0111010010101,1.0
528,1001010100101,2.0
529,0001010101001,2.0
530,0011010101010,3.0
531,0101010101010,0.0
532,0110110101010,1.0
533,1001001101010,2.0
534,0011010011010,3.0
535,0100110100110,2.0
536,0110101101001,2.0
537,1000101011010,2.0
538,0001001010110,3.0
539,0010110010101,2.0
540,0100101100101,1.0
541,0110101011001,0.0
542,1001001010110,2.0
543,0001010010101,2.0
544,0010110100101,2.0
545,0100101101001,1.0
546,0110101011010,2.0
547,1001001010110,1.0
548,0000110010101,3.0
549,0011001100101,2.0
550,0100110011001,2.0
551,0110101100110,1.0
552,1000101011001,2.0
553,0001001010110,3.0
554,0010110010101,0.0
555,0100101100101,3.0
556,0111001011001,3.0
557,0000110010110,2.0
558,0010101100101,1.0
559,0100101011001,1.0
560,0111001010110,3.0
561,1001010010101,2.0
562,0000110100101,4.0
563,0010101101001,3.0
564,0100101011010,2.0
565,0110101010110,2.0
566,1000101010101,2.0
567,0000101010101,2.0
568,0011001010101,1.0
569,0100110010101,2.0
570,0111001100101,1.0
571,1001010011001,2.0
572,0001010100110,0.0
573,0010110101001,4.0
574,0101001101010,1.0
575,0110110011010,3.0
576,1001001100110,1.0
577,0000110011001,1.0
578,0011001100110,3.0
579,0101010011001,3.0
580,0110110100110,2.0
581,1000101101001,1.0
582,0000101011010,2.0
583,0011001010110,1.0
584,0100110010101,3.0
585,0111001100101,4.0
586,1000110011001,1.0
587,0000101100110,2.0
588,0011001011001,2.0
589,0100110010110,2.0
590,0111001100101,2.0
591,1001010011001,3.0
592,0000110100110,2.0
593,0010101101001,2.0
594,0101001011010,4.0
595,0110110010110,2.0
596,1000101100101,4.0
597,0001001011001,1.0
598,0010110010110,2.0
599,0101001100101,2.0
600,0110110011001,2.0
601,1000101100110,3.0
602,0010101011001,3.0
603,0100101010110,2.0
604,0110101010101,2.0
605,1000101010101,1.0
606,0000101010101,2.0
607,0011001010101,2.0
608,0101010010101,3.0
609,0110110100101,0.0
610,1000101101001,3.0
611,0001001011010,2.0
612,0010110010110,1.0
613,0100101100101,3.0
614,0110101011001,3.0
615,1000101010110,2.0
616,0000101010101,2.0
617,0010101010101,2.0
618,0101001010101,3.0
619,0110110010101,2.0
620,1000101100101,1.0
621,0000101011001,1.0
622,0011001010110,2.0
623,0101010010101,0.0
624,0110110100101,2.0
625,1001001101001,2.0
626,0000110011010,2.0
627,0011001100110,2.0
628,0100110011001,1.0
629,0111001100110,2.0
630,0001010011001,3.0
631,0010110100110,1.0
632,0100101101001,2.0
633,0111001011010,2.0
634,1000110010110,1.0
635,0000101100101,2.0
636,0011001011001,2.0
637,0100110010110,2.0
638,0110101100101,3.0
